,created_utc,post_count,avg_comments,avg_score,Ticker,Stock,isPartial,Noise,Count_Score_300,Adj Close,Volume
223,1/12/2021,1,70,7,CRM,CRM,FALSE,47,,215.5200043,10736000
224,1/20/2021,1,113,6,CRM,CRM,FALSE,43,,223.4400024,9857700
225,1/23/2021,3,33,1,CRM,CRM,FALSE,22,,,
226,1/24/2021,1,0,1,CRM,CRM,FALSE,18,,,
227,1/25/2021,4,2,1,CRM,CRM,FALSE,38,,225.9199982,8213500
228,1/27/2021,2,9,0.5,CRM,CRM,FALSE,49,,224.7799988,7641100
229,2/1/2021,3,11.66666667,27.66666667,CRM,CRM,FALSE,32,,228.4600067,5696700
230,2/2/2021,4,0.5,1,CRM,CRM,FALSE,40,,234.1999969,7134900
231,2/3/2021,2,0,1,CRM,CRM,FALSE,38,,234.8200073,5357600
232,12/11/2020,1,2,1,ZM,ZM,FALSE,24,,397.0100098,4677400
233,12/20/2020,2,4.5,1,ZM,ZM,FALSE,7,,,
234,12/22/2020,1,14,1,ZM,ZM,FALSE,31,,409,4211000
235,12/28/2020,3,6,1,ZM,ZM,FALSE,42,,351.3900146,9454800
236,1/1/2021,3,4,1,ZM,ZM,FALSE,13,,,
237,1/4/2021,1,80,1,ZM,ZM,FALSE,36,,359.980011,8598300
238,1/5/2021,1,0,1,ZM,ZM,FALSE,48,,360.8299866,4983500
239,1/13/2021,1,40,19,ZM,ZM,FALSE,42,,364.6300049,14056500
240,1/14/2021,2,11.5,1,ZM,ZM,FALSE,43,,383.2399902,9311000
241,1/16/2021,2,19,1,ZM,ZM,FALSE,9,,,
242,1/23/2021,1,0,1,ZM,ZM,FALSE,1,,,
243,1/27/2021,1,0,1,ZM,ZM,FALSE,23,,370.7399902,4557500
244,1/28/2021,4,1,1,ZM,ZM,FALSE,17,,378.5899963,3374200
245,1/29/2021,3,0.333333333,1,ZM,ZM,FALSE,14,,372.0700073,3959000
246,1/30/2021,1,0,1,ZM,ZM,FALSE,3,,,
247,2/1/2021,1,0,1,ZM,ZM,FALSE,19,,381.9299927,3443900
248,2/2/2021,1,1,1,ZM,ZM,FALSE,20,,391.8399963,3780100
249,12/8/2020,4,104.5,1,PTON,PTON,FALSE,31,,118.25,9196200
250,12/10/2020,3,23,1,PTON,PTON,FALSE,25,,117.9899979,9688400
251,12/15/2020,2,48,1,PTON,PTON,FALSE,32,,127.7799988,9907000
252,12/17/2020,1,0,1,PTON,PTON,FALSE,33,,136.8000031,10599800
253,12/18/2020,1,11,3,PTON,PTON,FALSE,26,,139.8399963,32497800
254,12/19/2020,1,22,7,PTON,PTON,FALSE,10,,,
255,12/21/2020,1,33,1,PTON,PTON,FALSE,67,,144.3899994,14272900
256,12/22/2020,1,9,1,PTON,PTON,FALSE,100,,161.2100067,40072800
257,12/23/2020,3,25,1,PTON,PTON,FALSE,49,,162.7599945,12869000
258,12/25/2020,5,70,1,PTON,PTON,FALSE,15,,,
259,12/27/2020,1,0,1,PTON,PTON,FALSE,10,,,
260,12/30/2020,5,7.4,1,PTON,PTON,FALSE,40,,154.9600067,6802400
261,1/1/2021,1,0,1,PTON,PTON,FALSE,13,,,
262,1/17/2021,4,0.5,1,PTON,PTON,FALSE,5,,,
263,1/25/2021,1,1,1,PTON,PTON,FALSE,20,,157.1399994,6611700
264,1/27/2021,9,0.444444444,1,PTON,PTON,FALSE,44,,144.9600067,7359200
265,1/28/2021,1,1,1,PTON,PTON,FALSE,33,,145.8300018,6281500
266,2/3/2021,1,0,1,PTON,PTON,FALSE,33,,147.1699982,4095000
267,12/10/2020,5,41.6,1,DIS,DIS,FALSE,48,,154.6900024,8993200
268,12/11/2020,3,46,1,DIS,DIS,FALSE,100,,175.7200012,87410700
269,12/12/2020,2,0,1,DIS,DIS,FALSE,48,,,
270,12/13/2020,1,18,1,DIS,DIS,FALSE,50,,,
271,12/14/2020,2,34,1,DIS,DIS,FALSE,57,,169.3000031,30939400
272,12/15/2020,1,0,1,DIS,DIS,FALSE,51,,173.9400024,18817200
273,12/16/2020,1,0,2,DIS,DIS,FALSE,53,,173.1199951,11105800
274,12/25/2020,2,10,1,DIS,DIS,FALSE,45,,,
275,12/26/2020,1,129,1,DIS,DIS,FALSE,39,,,
276,12/30/2020,1,0,1,DIS,DIS,FALSE,35,,181.1699982,11680400
277,1/2/2021,1,41,1,DIS,DIS,FALSE,44,,,
278,1/3/2021,1,3,1,DIS,DIS,FALSE,40,,,
279,1/4/2021,1,80,1,DIS,DIS,FALSE,45,,177.6799927,13426600
280,1/6/2021,1,1,1,DIS,DIS,FALSE,60,,179.1199951,7517800
281,1/8/2021,1,34,6,DIS,DIS,FALSE,61,,178.6900024,7894500
282,1/11/2021,1,0,1,DIS,DIS,FALSE,55,,179.0899963,6464100
283,1/12/2021,1,0,1,DIS,DIS,FALSE,50,,175.9900055,8349800
284,1/13/2021,3,0.666666667,1,DIS,DIS,FALSE,63,,176.1199951,6839500
285,1/14/2021,3,0.666666667,1,DIS,DIS,FALSE,56,,173.4299927,8951200
286,1/15/2021,1,0,1,DIS,DIS,FALSE,48,,171.4400024,12232500
287,1/18/2021,3,21.33333333,0.666666667,DIS,DIS,FALSE,43,,,
288,1/20/2021,2,14.5,2,DIS,DIS,FALSE,77,,173.6399994,9809200
289,1/21/2021,1,22,1,DIS,DIS,FALSE,74,,171.2799988,8423900
290,1/22/2021,2,0.5,1.5,DIS,DIS,FALSE,58,,172.7799988,9517200
291,1/23/2021,3,15,1,DIS,DIS,FALSE,53,,,
292,1/24/2021,1,0,1,DIS,DIS,FALSE,48,,,
293,1/25/2021,10,0.5,1,DIS,DIS,FALSE,49,,171.8899994,7833700
294,1/26/2021,2,0.5,1,DIS,DIS,FALSE,50,,169.5599976,7523200
295,1/27/2021,73,5.452054795,8.123287671,DIS,DIS,FALSE,54,,163.0299988,18239200
296,1/28/2021,86,5.569767442,1,DIS,DIS,FALSE,52,,171.8800049,14449100
297,1/29/2021,36,6.222222222,1,DIS,DIS,FALSE,61,,168.1699982,12840900
298,1/30/2021,21,15.28571429,1,DIS,DIS,FALSE,36,,,
299,1/31/2021,13,2.230769231,9,DIS,DIS,FALSE,43,,,
300,2/1/2021,64,78.40625,517.28125,DIS,DIS,FALSE,54,3,170.9700012,8140400
301,2/2/2021,62,10.88709677,131.4354839,DIS,DIS,FALSE,49,3,176.9600067,12215200
302,2/3/2021,6,4.166666667,141.5,DIS,DIS,FALSE,50,1,176.4299927,5508600
303,1/9/2021,3,4.666666667,1.333333333,MCD,MCD,FALSE,43,,,
304,1/15/2021,1,3,0,MCD,MCD,FALSE,45,,208.626358,3593700
305,1/27/2021,2,9,0.5,MCD,MCD,FALSE,69,,205.7341614,5464000
306,1/29/2021,1,0,1,MCD,MCD,FALSE,80,,206.5690155,5202500
307,1/30/2021,1,0,1,MCD,MCD,FALSE,50,,,
308,1/7/2021,1,0,1,PRTY,PRTY,FALSE,87,,8.140000343,4957700
309,1/12/2021,3,1.333333333,1,PRTY,PRTY,FALSE,51,,8.069999695,2710100
310,1/20/2021,1,7,0,PRTY,PRTY,FALSE,62,,7.039999962,4048800
311,1/27/2021,35,2.171428571,1.171428571,PRTY,PRTY,FALSE,37,,6.75,5218800
312,1/28/2021,12,0.5,1,PRTY,PRTY,FALSE,25,,7.059999943,4274200
313,1/29/2021,23,0.260869565,1,PRTY,PRTY,FALSE,77,,7.190000057,7716200
314,1/30/2021,5,0.4,1,PRTY,PRTY,FALSE,57,,,
315,1/31/2021,2,0,0.5,PRTY,PRTY,FALSE,100,,,
316,2/1/2021,5,0.8,1,PRTY,PRTY,FALSE,89,,7.349999905,3449800
317,12/8/2020,1,16,1,CSCO,CSCO,FALSE,20,,44.01305389,13348500
318,12/11/2020,1,11,1,CSCO,CSCO,FALSE,26,,43.96345901,14577700
319,1/10/2021,2,0,1,CSCO,CSCO,FALSE,6,,,
320,1/28/2021,1,2,1,CSCO,CSCO,FALSE,22,,45.34000015,21166000
321,12/14/2020,2,0,1,GOOGL,GOOGL,FALSE,55,,1752.26001,1652500
322,12/30/2020,1,101,1,GOOGL,GOOGL,FALSE,50,,1736.25,1051300
323,1/1/2021,1,0,1,GOOGL,GOOGL,FALSE,17,,,
324,1/14/2021,2,2,1,GOOGL,GOOGL,FALSE,45,,1730.920044,1460600
325,1/21/2021,1,4,14,GOOGL,GOOGL,FALSE,58,,1884.150024,2933000
326,1/25/2021,3,0,1,GOOGL,GOOGL,FALSE,45,,1894.280029,2529300
327,1/27/2021,2,0,1,GOOGL,GOOGL,FALSE,53,,1818.939941,4125600
328,1/28/2021,18,0.388888889,1,GOOGL,GOOGL,FALSE,68,,1853.199951,2763900
